170974,막줄때문에 개추준다 ㅅㅂㅋㅋㅋㅋ  - dc App
170974,ㅋㅋㅋㅋㅋㅋㅋㅋ
170974,막줄 시발ㅋㅋㅋㅋㅋㅋ  - dc App
170974,이새끼 막줄 생각나서 글썼음  - dc App
170974,게이야 ㅋㅋㅋㅋㅋ - 꼬우면 AAA게임 갤러리로
170974,거의 발목동상급 드립 ㅋㅋㅋㅋㅋㅋ
170974,가이드랑 섹스도 함?
170974,저거아니잖아 무슨 자전거같은거 연결해서 하더만  - dc App
170974,막줄 ㅇㅂ
170974,막줄보소 이색히 사람아니네..
170974,너희들은저게 웃겨?스티비 원더가 미국에서 노하시겠다
170974,뷰지와 쥬지는 맞을수있지
170974,데퍄퍄퍄~   비참한데스~♪  웃음이 멈추질 않는데갸악~♪  퍄퍄퍄퍗~~♬
170974,막줄 빌드업이 유익해서 개추ㅋ
170974,학교다녔을적에 항상 휠체어타고다니는 애한테 같이 축구하자고 드리블치는시늉하는새끼 있었는데 걔 생각나네
170974,저정도까지 보조해주려면 밤낮으로 가이드해줘야할듯
170974,섹스 하기 딱좋노 ㅋㅋㅋㅋㅋㅋ
170974,싱글벙글갤 병신들 싱글벙글갤 병신들
170974,마지막줄 쓰려고 글씀?
170972,모든 학문의 통합... 저거 이미 말한 사람 있는데 누구지
170972,AGI와 동시에 핵융합이랑 그 돌도 상용화 되어야지...
170972,https://gall.dcinside.com/m/thesingularity/343470
170972,저양반은 AGI 언제 등장한다함?
170972,AGI만이 인류의 문제를 해결할수있다
170972,ASI가 5~10년 남았다 말하네 ㄷㄷ 과연 피터 디아만다스가 말했던 특이점 2035는 정배가 될 것인가...
170972,정공갤 실베 또 왔노
170972,응애
170972,특슬람 또왔노
170972,저거 이시대의 마지막 지성인 유시민님이 하던소리 똑같이 하는건데 왜 그땐 욕하고 이건 욕안함?
170972,특슬람새끼들 또 지랄났노
170972,aig 띠링띠링
170972,초지능 지금 3년남았는데 실제론 2년일거임 발전속도가 충격적으로 빨라서 개발하던 사람들도 반대하는중임
170972,agi 나오면 그냥 신인류 나온거나 마찬가지 아니냐?
170972,사실 일리 있는 말이야
170972,강인공지능은 태어나는 순간 신이지 물리적 한계로 못 하는 실험 같은 거면 몰라도 이론 쪽은 인공지능이 내놓은 결과물을 인간이 해석조차 하기 힘들 거라 생각함
170972,인공지능이 메갈페미한테 오염되서 한남은 모두 죽어야한다 ㅇㅈㄹ 하면 어떻게 됨?
170972,과학은 돌파구를 찾겠지만인간은 일자리를 잃고 인생의 돌파구가 닫히겠지
170972,과학자들은 보수적이라는데 더 빨리 나오겠지 ㅎㅎ
170972,근데 굳이 특이점에 관심 가지는 이유가 뭐냐
170972,컴퓨터 처음 등장했을때메모리 10메가 가능하면인공지능 쌉가능이라고 떠든거 생각나네
170972,그냥 무턱대고 인공지능이 알아서 다 해줄거다라고 믿는게 전형적인 특슬람 사고방식임신흥 종교랑 다를바가 없음. 실상은 가장 그럴듯한걸 찾아서 연결할 뿐인거.영화 매트릭스의 철학적 의미에 대해서도 물어보면 그럴싸하게 문답하는데 실제로 인공지능이 그 영화를 본게 아니라 그 영화를 본 리뷰를 보고 조합해서 그럴듯하게 내어 놓을뿐임. 그게 의미있다고 인간 입장에서 느끼는거일뿐임
170972,초전도체 실물 언제 나오냐고 사기꾼 새끼들앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
170972,인공지능 진짜 문제는 중국이 인공지능 관련 초강국이라는거임 인공지능이 승자독식이 아니라 시간지나면 각 국가들이 다들 가지고 있는거라 지금의 국가간 격차들을 다 줄여버릴 게임체인저가 될수 있음
170972,나오면 그냥 인류 끝임 인류 도태되고 게임 끝
170972,호재인가요?
170972,특갤 버러지들은 특이점 오면 하층민 부랑자 특갤러들은 싹 다 살처분인걸 모름 ㅋㅋ 완전  월남 간첩새끼들같은 희망주의자임 통일후 월맹이 싹 다 죽여버릴지도 예상못하고
170972,응 인공지능 이새끼 구라치는거부터 좀 고치라해라ㅋㅋ학습을 인간의 거짓말부터 학습했더라
170972,이새끼들 또 시작임?
170972,"AGI만 나오면 모든게 다 해결되는데 왜 지금 인류는 다른 기술들을 발전시키는 중? 식량, 환경, 의료, 우주 등 여러가지 영역을 왜 파고 있는 거냐? 그냥 IT랑 AI에 몰빵하면 되는 거 아님? AGI만 나오면 게임오버라매?"
170972,커즈와일이 이 글을 좋아합니다
170972,통일장 이론에 빗대어 말씀하시네 좋아요~
170972,일단 특이점이 진짜로 오면 고학력자들이 먼저 대체 당하는 건 맞음 왜냐면 특이점이 와도 그 지식을 현실에서 인간의 몸처럼 유연하게 구현할 저소득 노동은 기계 값이 더 비쌀 것이거든 그렇다고 인간의 가치가 떨어지느냐 그건 아님 당연히 대가리 똑똑한 새끼가 인공지능도 잘 이용할거임 지금까지는 빈부격차로 단순히 돈에 의해 서열이 나눠지는 시대였지만 이제는 컴퓨터 잘 다루고 인공지능 잘 다루는 새끼가 먹이사슬 최정점에 선다고 보면 된다
170972,다들 전문직이나 공무원 준비열심히해라 ai가 발달해도 살아남는 직업이다 카르텔이라서 ㅋㅋ 반면에 예체능계나 공돌이들은 다디지는거고
170972,인간의 존재 이유는 agi를 위한 발판이옸던거임
170972,물리학에서 아이디어를 얻어서 컴퓨터사이언스에 적용시키는건 사람도 할수있는거 아닌가
170972,행동분석학을 배우면  ai가 인간처럼 생각할수없다 라는 결론이 나온다  이유중에 하나가  인간은 이드의 영역  동물적인 영역안에 있다는점에서 크게 작용한다 우리가 어떤행동을할때  프로이드는   섹스를 위해서 라고 말했다   꿈을 이루고 돈을벌고 권력을얻고 결국 궁극적으로 동물의 생식을위한것이다 라고 모든 목적이 일관된다  합리적으로 판단하는것도  사회가 안정적인상태로  생존과   섹스를 더 안전하게 하기위해서  합리적인 사고로 사회가 구성된것이고
170972,말로는 뭘 못해
170972,전형적인 사기꾼들 수법이 저렇게 반대로 말하는거임. agi가 나오면 저 정도 사고력을 갖추게 되는게 아니라 저 정도 사고력을 갖춰야 agi인거거든. agi 나왔는데 과학혁명 왜 안일어남? 아직 진정한 agi가 아니어서 그렇다.. 또 새로운거 나왔는데 왜 안일어남? 아직 진정한 agi가 아니어서...나올때까지 무한반복
170972,Agi나오면 ㄹㅇ 지금 못고치는 엥간한 병은 다 치료가능해질듯
170972,그래서 언제 나오는데
170972,인공지능 현실화되면 검사 판사 변호사 다 해고하고 인공지능에게 일시켜야함.
170972,거짓된 정보 못 걸러내면 쓰레기잖아
170972,스카이넷을 추종하는 인간들의 움직임은 벌써 시작되고 있었다....
170971,4위 귀엽긴한데
170971,이 병신새끼 또 실베기어오네
170971,순위 누가 정했냐? 전혀 공감이 안되는데?
170971,배우로서의 마스크로 순위 정한거면 납득간다
170971,리신이 뽑은거임?  - dc App
170971,확실히 한국 여배우들이 단아하게 예쁘네나머지는 걍 똥남아틱함
170971,이영애 어딨음?
170971,좆같이 생긴년들 데려와서  짱깨알바가 실베올려주길 그러네 ㅋㅋ
170971,이 수많은 배우들중 한국인이 한명도 없다는게 좀 그렇네
170971,디시도태남들 특징)김채원 우정잉 아리마카나 이딴거 빨아서 이런 배우상들보고 남상이라그럼 ㅋㅋㅋㅋ
170971,순위가 전혀 공감안가고 너무 좆대로인데?
170971,15위가 젤 예쁜 것 같아요
170971,쓰니 몇짤?
170971,일뽕이라면서 코마츠나나같은애들보다 김채원이 이쁘다는게 디시일뽕들 수준임 ㅋㅋㅋ 그러니 여캐도 아리마카나같은걸 이쁘다 빠는거 ㅇㄴ
170971,12등까지 오 인정~ 하면서 열심히 봤는데 중위권이 개씨발로 선정했네 ㅋ
170971,위로 올라갈수록산으로 가네 ㄷㄷㄷ
170971,"뭔, 담배 물은 년들만 좋아하나 보네. 난 몇만 인정하고 대다수 인정 못하네. 뭔 몇몇 듣보잡들은 더욱,"
170971,서기 미친새끼 서기 진짜  가슴이없어 난 진짜 최소한 a컵은되야 여자라고본다 이거 기준 존나 적게잡은거야 근데 a-가 있더라  그게 서기야
170971,이새끼 눈깔이 좆병신이노 씹 ㅋㅋㅋㅋ
170971,하라 사오리 미만잡
170971,역순이냐?? 쳐돌았나 이새끼가ㅋㅋㅋㅋㅋ
170971,디시도태남들은 배우적인 와꾸 전통적 와꾸는 다 못생김 스시녀 빨면서 코마츠나나같은 한국적 외모는 내려치는 이유 동남아같은 김채원 우정잉이나 쳐빨어 시밯년들아
170971,지랄시나이데
170971,한효주 ㅈㄴ이쁘네 지리노;;  - dc App
170971,별 씨발...에휴...
170971,김 히어리 어디?
170971,미친 ㅋㅋㅋㅋㅋㅋㅋ
170971,일본여자들은 진심 지금은 좆빻음 ㅋㅌㅋ 하깅 코마츠나나같은 자국 이쁜여자들은 못생겼다 까는게 일본인들인데
170971,이새끼 배틀로얄 끼워넣고 있지도 않는 순위 지좆대로 매기는 그 새끼네
170971,아니 시발 내려갈수록 ㅋㅋㅋㅋ
170971,뭔 기준이야 ㅅㅂ
170971,담배충임? 뭐이리 담배짤이 많음?
170971,다 본인 취향인거같은데
170971,디시식 미의기준)김채원 은하 케이 우정잉 이딴것들이 미인 고로 위에있는 애들 무시함 무조건 지들이 빠는 러블리즈식 동남아상이 무조건 옳고 그게 스시녀 그자체임 고로 코마츠나나같은 진짜 이쁜 일본여자보다 김채원같은애들이 이쁘다고 스시녀상이라 우김 그러니 2d캐도 사쿠라 루키아 하이바라 아리마카나같은거 빠는거 ㅇㅇ
170971,개 지랄
170971,임청하가 있는데 왕조연이 없냐?  - dc App
170971,웃겼다 개추
170971,서기는 그 누드짤이 예술이지
170971,일본이랑 중국 여자 옛날 버전이 더 이쁘지않나 홍콩여배우들 보면 ㄹㅇ 개지리던데 임청하 빼고 안보이노
170971,틀딱새끼
170971,고마츠 나나 ㅈㄴ개성있게 이쁘네 - dc App
170971,안재현이 이치카와미카코보다 더 예쁨 ㅇㅇ  - dc App
170971,눈돌출 입돌출 좋아하냐? 교정하는 뇬보면 물리고 싶냐
170971,고마츠나나 예쁘다는게 제일 이해안됨ㅋㅋ 블핑리사처럼 불쾌한 동남아남자 느낌이라 졷같던데
170971,최소 50최적 60ㅋㅋㅋㅋㅋ
170971,..?
170971,틀딱들 지랄났네
170971,1위 여자가 소림축구에서 태극권으로만두 만드는 사람 아닌가 ㅋㅋㅋ연기는 잘하긴 함ㅋㅋㅋㅋ
170971,ㅈㅂㅈ는 ㅈㅂㅈ까지 다 까이지않음?
170971,김고은 선에서 컷
170971,이시하라 사토미 없어서 비추
170971,내 기준으로 80년대~90년대 여배우들이 진짜 이쁜 듯. 아직 성형 기술이 활짝 피기 전이라서 다들 개성 있게 이쁘면서 인조적인 느낌도 없어서 진짜 좋음
170971,코마츠나나는 딱 고윤정같은 한국배우느낌이라 일뽕들이 깜 ㅋㅋㅋㅋ
170971,거꾸로 순위 한거냐 스시녀 이쁜애많은데 이상한애들만 데리고왔누
170971,짱개벌레새끼들 돌았노 ㅋㅋㅋㅋㅋ
170971,다른건 몰라도 서기 1등은 ㄹㅇ
170971,취존
170971,비추수보고한번더터짐ㅋㅋ
170971,틀딱들은 눈이 영...
170971,어떤병신이 만든거야
170971,"4위에 괴물이 껴 있고, 울나라애들도 순위권 못드는 애들을 다 넣었냐 ㅋㅋ"
170971,또또 짱깨벌레새끼가 남의 나라사이트에서 개좆같은 글을 썼노
170971,일뽕새끼들은 일본여자를 빠는게 아님 ㅋㅋㅋ 한국싯 미의기준을 부정하고 김채원 우정잉 이딴걸 스시녀적 얼굴이라 빠는거 그래서 코마츠 나나같은애들은 싫어함
170971,지랄하네 ㅋㅋ
170971,바추 먹을려고 일부러 썼네
170971,너 많이 좋아해라
170971,서기 << 출석부 담당 아님?
170971,일뽕들 눈깔 삔거 맞자너 ㅇㅇ 하다못해 애니여캐도 여성스러운년보다 숏컷기괴상메스카기 빨고 ㅋㅋㅋ
170971,진지하게 전부 한국 배우 고민시 선에서 정리될듯..아니 고민시 까지 갈 필요도 없고박민정? 아니 함은정 선에서 쟤네 싹 다 정리됨ㅇㅇ
170971,진짜 시ㅣㅣㅣㅣㅣ발 ㅋㅋㅋㅋ이딴게 top이러고있네
170971,4위부터는 시발 흑어공주 스타일만 모아놨네
170971,시발 좆 같은 좆 같은 개쌍 틀니 좆선좆 짱개새끼가
170971,동양 미인은 북방계 미인이 최고임 한국이나 중국 북부쪽ㅇㅇ
170971,누가 뽑은 거임? 공감 좆도 안 되는데
170971,틀딱 형님;; 4위에 아픈애가 껴있는것 같은데요?
170969,꼬우면 니들도 짱깨거르고 원신 짱숨 개발자마냥 시발 씹덕 개발자 모임 해가지고 만들던지 ㅋㅋ
170969,도박과 게임의 차이를 모르는데 어캐 게임을 만듬 ㅋ
170969,리니지나 해라
170969,그래서 게임 좋아하는 한국인들이 만든 게임 중에 게임성 좋고 재미있는게 있냐?
170969,"""갖혀"""
170969,십덕 게임이  왜 잘나가는지는 지들이 더잘알꺼아냐 ㅋㅋㅋ  십덕새기(전문가)가 십덕(전문)게임을만드는데 어떻게 실패할수가있겠어  조또모르는것들이  아는척 십덕 게임만드는거랑은 차원이 다를텐데 ㅋㅋㅋㅋㅋ
170969,노벨상 0개 식민 속국 역사뿐인 머한민국 꼬리언 유전자 어디 가겠나
170969,"일본,중국게임하는 국뽕한남들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
170969,서양도 똑같음. 요즘 aaa게임들이 왜 나오는 족족 죽쓰는데? 진짜 게임 없으면 못사는 진성 너드들이 만드는게 아니라 복지 연봉보고 들어온 직장인들이 게임을 만드니까 쳐망하는거임
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
170969,중붕이들 화 잔뜩났노 ㅋㅋㅋㅋㅋ응 느그원신 매출 좆됐어  - dc App
170969,어떤 일을 할거면 그 분야에 대해 알아야 하는건 당연한 거 아니야? 왜 상식이 파괴된 저능아 새끼들이 겜안분 개발자들 쉴드쳐주고 있냐? ㅋㅋ
170969,만화 모르면서 편집자하는 경우처럼 게임 제대로 플레이한 적 없으면서 또 게임 모르는 사람이면 작품이 퍽이나 나오겠다
170969,애초에 게이머가 병신인데 뭘. 20년전 정액제 태동할 때 게임에 돈 절대 안 써서 부분유료화 탄생시킨게 한국 게이머임. 지들이 병신같은 게임업계 문화 만들어놓고 이제와서 누굴 욕해. 그리고 누가보면 게임만 좋아하면 다 젤다급 게임 만들어 내는줄 알겠네. 게임을 해봐야지 게임을 잘만들 수 있다는 것도 진짜 딱 유저만 할 수 있는 저급한 발상임.
170969,한국 게임업계가 노답이 아니라유저들이 노답인건데?유저들이 경쟁하겠다고 게임에 돈 수백 수천 지르니 도박 양산형게임 만들지
170969,자동사냥게임도 자동사냥 켜놓고 평생 안보는 게 아니잖음 사람들이 어떤 이유 때문에 자동사냥을 켜고 자동사냥 이후에 어떤 결과가 있기를 기대하는지 알아야 게임을 더 잘 만들지
170969,치킨이 뭔지도 모르는 새끼가 상가를 분석해서 치킨을 만든데 ㅋㅋㅋ
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
170969,업계분위기를 모르는데 일이되나?
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
170969,배그도 해외 개발자 데려와서 만든 카피작이란걸 알까요...?
170969,엔드림 찾아보니 게임 5개 만들었는데 전부 망겜이노 ㅋㅋㅋㅋㅋ
170969,걍 리니지가 문제 아니냐? 게임회사 원래는 게임 하나에 휘청거릴 정도로 도박성 짙다던데 신작 망하면 걍 터진다고근데 리니지같은건 뭐에 지르는지 모르겠는데 수천만원씩 써댄다며 그러니 게임만드는 놈들도 그런거나 따라하겠지잘 만들어서 잘 팔아보자가 아니라 좆같이 만들어도 개돼지취급하면 수십수백배는 더 버니까
170969,한국 게임업계 노답인건 팩트인데 유저가 왈가왈부 할 필요 없음
170969,사회성 없는 씹덕들 뭐 얼마나 대단한 게임 만들었나 했더만 블루아카 ㅋㅋㅋㅋㅋㅋㅋ
170969,앰생 방구석 찐따 겜창들이 아무리 울부짖어봐야 현실은 이렇다리니지 원툴 엔씨소프트 2022년 매출 2조5000억엘든링 다크소울 세키로 주절주절 만든 프롬소프트웨어 2022년 매출 1800억프롬소프트웨어 평균 연봉 400만엔 (3600만원따리)엔씨소프트 평균 연봉 1억2000만원 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
170969,실제로 조 단위 매출의 게임 회사에서도 기획 단계 대가리들이 겜안분이라 회사 망해가고 그러고 있음근데 읏긴건 겜안분들은 사회적으로 활발해서 구직 시도하고 뭐하고 그래서 뽑히는데 겜잘알들은 겜하느라 정신 없어서 회사 들어가는거랑 거리가 멀음뭣보다 겜만 많이한다고 겜잘알이 되는것도 아님 그러니까 인재 모시기 빡세지 공개 백일장 같은거라도 해야 되는거 아닌가 싶은데 정작 게임회사들은 커뮤니티 여론 통제나 하고 있음
170969,그래서 너희들이 말하는 갓겜 블루 아카이브는 리니지 매출 언제 넘냐??????????????????????????????????
170969,그래서 너희들이 말하는 갓겜 블루 아카이브는 리니지 매출 언제 넘냐??????????????????????????????????
170969,그래서 너희들이 말하는 갓겜 블루 아카이브는 리니지 매출 언제 넘냐??????????????????????????????????
170969,일본 야겜>>>>>>>>>>>>>>>>>>>>>>>>>>>한국 모든 컨텐츠
170969,엔드림 같은 곳에서 저러니까 웃음밖에 안나오네 ㅋㅋㅋ
170969,근데 웹툰 작가들도 만화 안읽고 성공한 사람 많은데?ㅋㅋ
170969,근데 그래픽담당이면 그냥 그림 그리는 새끼들 아님? 그냥 젖보똥 깐 여캐나 만들줄 알면 되지 걔들이 게임을 뭐하러 알아야됨? 진짜 모름...
170969,저새끼들은 게임을 개발하기위해 개발자가 된게 아니라 조선에서 돈을 벌기 위해 하라는데로 스펙 쌓고 공부하다보니 게임개발자가 된거라그럼 게임은 돈 잘버는 게임(호구들 돈 빠는거)랑 유저들이 좋아하는거(개띵작)랑 다른데 저새끼들 입장에선 조선에서 살아남기위해 최선을 다하는거지 비단 게임만 그런게아니지 어떤 분야든 그럼
170969,저런 새끼들이 모여서 게임 회사 운영하면 '엔드림' <- 여기 같은 곳 되는 거임 딱 맞네 ㅋㅋㅋㅋ
170969,멀티 미디어학과(대충 게임만드는 컴공) 다니는데 학생 70%는 게임 ㅈ도 모르거나 25%는 롤 옵치 깔짝한게 전부임 과제로 만드는거 보면 ㄹㅇ 개병신같음 대한민국 게임업계의 미래가 어두컴컴하다
170969,지구촌갤 병신들 ㅋㅋ
170969,게임하라니까 자동사냥만 떠오르는 k게임회사직원
170969,좋다고 돈 갖다 바치니까 이지경
170969,책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ책을 읽어본적도 없는새끼들이 작가하겠다고 글쓰는데 좋은글이 나오겠노 ㅋㅋㅋㅋㅋㅋㅋㅋ
