단어,빈도
연필사건,5
클린스만호,4
고퀄스,3
김건희법,3
간첩활동,3
평산책방,3
당대표실,2
영끌족,2
한국도박문제예방치유원,2
알포드,2
국힘,2
생성형,1
산청세계전통의약항노화엑스포,1
진상규명위,1
노동규제,1
고소당,1
주요언론,1
필향만리,1
근원물,1
둔화세,1
내세운,1
진실화해위,1
윤대통령,1
일반차량,1
최명관,1
안보공백,1
주식먹튀,1
공식만찬,1
동의안,1
